pwsid,wsname,yr,mo,population,urb_2013,urb_gpcd,res_2013,res_gpcd,hyd_reg
3610039,"San Bernardino, City of",2015,1,"198,163", 133 , 131 ,86,80,4
1910240,Valencia Water Company,2015,1,"118,224", 137 , 122 ,84,75,4
2810005,"American Canyon, City of",2015,1,"20,080", 125 , 111 ,77,68,2
0110009,Dublin San Ramon Services District,2015,1,"77,644", 78 , 74 ,48,45,2
5710006,"Woodland, City of",2015,1,"56,610", 107 , 97 ,66,60,5
0110005,East Bay Municipal Utilities District,2015,1,"1,390,000", 95 , 95 ,59,59,2
1510003,California Water Service Company Bakersfield,2015,1,"277,174", 122 , 102 ,76,63,7
0710006,"Martinez, City of",2015,1,"35,375", 67 , 64 ,64,40,2
4010014,Cambria Community Services District,2015,1,"6,032", 88 , 60 ,60,37,3
3010004,Mesa Water District,2015,1,"108,000", 152 , 115 ,94,71,4
0810001,"Crescent City, City of",2015,1,"18,199", 128 , 142 ,80,89,1
3310003,"Blythe, City of",2015,1,"13,839", 142 , 133 ,89,84,10
2410005,"Los Banos, City of",2015,1,"37,168", 105 , 110 ,105,70,6
1510005,"Delano, City of",2015,1,"48,957", 110 , 106 ,69,67,7
3010092,Irvine Ranch Water District,2015,1,"383,305", 119 , 108 ,75,68,4
1910126,"Pomona, City of",2015,1,"151,713", 95 , 96 ,78,61,4
4210007,Montecito Water District,2015,1,"13,500", 213 , 147 ,164,93,3
3310029,"Perris, City of",2015,1,"9,000", 111 , 119 ,70,75,4
4510006,"Shasta Lake, City of",2015,1,"10,293", 114 , 112 ,114,71,5
4110003,"Burlingame, City of",2015,1,"30,282", 117 , 116 ,75,74,2
3610029,Monte Vista Water District,2015,1,"54,460", 107 , 111 ,97,71,4
4310019,"San Jose, City of",2015,1,"116,697", 97 , 104 ,62,67,2
3310037,"Corona, City of",2015,1,"185,660", 146 , 111 ,93,71,4
5810001,California Water Service Company Marysville,2015,1,"12,106", 110 , 89 ,71,57,5
1210001,"Arcata, City of",2015,1,"18,155", 89 , 79 ,57,50,1
3010010,"Fullerton, City of",2015,1,"138,000", 128 , 136 ,88,87,4
1910065,"Long Beach, City of",2015,1,"472,656", 96 , 93 ,71,61,4
2810003,"Napa, City of",2015,1,"85,679", 86 , 85 ,56,55,2
3310008,Mission Springs Water District,2015,1,"34,766", 184 , 159 ,120,104,10
4210010,"Santa Barbara, City of",2015,1,"93,091", 98 , 81 ,62,53,3
0110011,"Livermore, City of",2015,1,"27,033", 103 , 103 ,67,67,2
4310004,"Gilroy, City of",2015,1,"52,413", 117 , 90 ,76,58,3
1210004,"Eureka, City of",2015,1,"27,052", 110 , 91 ,97,59,1
3610041,San Gabriel Valley Fontana Water Company,2015,1,"209,035", 125 , 126 ,81,82,4
3010023,"Newport Beach, City of",2015,1,"65,551", 160 , 137 ,112,89,4
3010027,"Orange, City of",2015,1,"138,640", 145 , 127 ,94,83,4
3310005,Desert Water Agency,2015,1,"119,934", 178 , 159 ,226,104,10
2710010,California Water Service Company Salinas District,2015,1,"120,730", 96 , 91 ,63,60,3
1510006,East Niles Community Service District,2015,1,"26,000", 201 , 158 ,133,105,7
5610023,Ventura County Waterworks District No. 8,2015,1,"90,687", 142 , 138 ,93,91,4
4310009,"Palo Alto, City of",2015,1,"64,403", 114 , 102 ,75,67,2
4810003,"Fairfield, City of",2015,1,"105,392", 101 , 103 ,67,68,2
3010042,South Coast Water District,2015,1,"34,816", 127 , 115 ,84,76,4
1910179,"Burbank, City of",2015,1,"106,084", 124 , 119 ,91,79,4
3010017,Laguna Beach County Water District,2015,1,"19,121", 127 , 125 ,85,84,4
5410002,"Dinuba, City of",2015,1,"23,666", 107 , 114 ,,76,7
3610004,West Valley Water District,2015,1,"72,881", 145 , 161 ,97,108,4
1510021,"Wasco, City of",2015,1,"21,170", 129 , 93 ,86,63,7
1910028,Crescenta Valley Water District,2015,1,"31,612", 129 , 101 ,87,67,4
5610018,Ventura County Waterworks District No 1,2015,1,"38,703", 268 , 157 ,180,106,4
3010038,"Santa Ana, City of",2015,1,"332,005", 97 , 84 ,65,56,4
3610015,Crestline Village Water District,2015,1,"7,434", 95 , 73 ,67,49,9
4410010,"Santa Cruz, City of",2015,1,"94,887", 73 , 68 ,50,46,3
3610003,Apple Valley Ranchos Water Company,2015,1,"62,602", 171 , 148 ,116,100,9
1910067,Los Angeles Department of Water and Power,2015,1,"3,935,257", 104 , 103 ,71,70,4
1910146,"Santa Monica, City of",2015,1,"92,185", 113 , 111 ,77,75,4
3010053,"Huntington Beach, City of",2015,1,"196,041", 105 , 102 ,72,69,4
3310049,Western Municipal Water District of Riverside,2015,1,"96,139", 110 , 104 ,75,71,4
3010100,"La Palma, City of",2015,1,"15,896", 99 , 90 ,59,61,4
1910105,"Paramount, City of",2015,1,"55,051", 96 , 96 ,65,65,4
4910006,"Petaluma, City of",2015,1,"61,258", 91 , 90 ,80,61,2
0110008,"Pleasanton, City of",2015,1,"73,067", 92 , 95 ,62,65,2
4410011,"Watsonville, City of",2015,1,"65,739", 78 , 75 ,53,51,3
3310021,Jurupa Community Service District,2015,1,"118,731", 119 , 115 ,82,79,4
4110023,"San Bruno, City of",2015,1,"43,798", 69 , 59 ,48,41,2
4410013,Scotts Valley Water District,2015,1,"10,309", 104 , 80 ,72,55,3
4910012,"Sonoma, City of",2015,1,"11,426", 166 , 82 ,115,56,2
1910211,Park Water Company,2015,1,"125,784", 73 , 62 ,51,42,4
1510032,"California City, City of",2015,1,"14,120", 83 , 145 ,58,100,9
1910154,"South Pasadena, City of",2015,1,"25,899", 144 , 103 ,99,71,4
5610014,Golden State Water Company Ojai,2015,1,"7,188", 159 , 131 ,84,91,4
5610007,"Oxnard, City of",2015,1,"203,645", 94 , 89 ,66,62,4
4310011,San Jose Water Company,2015,1,"990,000", 80 , 83 ,56,58,2
5110002,"Yuba City, City of",2015,1,"65,372", 131 , 128 ,92,90,5
1310002,"Calexico, City of",2015,1,"40,516", 103 , 101 ,72,71,10
5610017,"San Buenaventura, City of",2015,1,"113,478", 106 , 102 ,95,71,4
4810004,"Rio Vista, City of",2015,1,"8,324", 160 , 125 ,112,88,5
4310001,California Water Service Company Los Altos/Suburban,2015,1,"68,142", 112 , 103 ,78,72,2
3610044,"City of Big Bear Lake, Dept of Water & Power",2015,1,"25,588", 91 , 71 ,51,50,4
5610040,California-American Water Ventura District,2015,1,"62,144", 179 , 165 ,125,115,4
1010018,"Kerman, City of",2015,1,"14,339", 141 , 159 ,103,111,7
3710005,Carlsbad Municipal Water District,2015,1,"84,838", 127 , 126 ,133,88,4
3610036,"Chino Hills, City of",2015,1,"74,738", 177 , 109 ,124,76,4
3310007,"Coachella, City of",2015,1,"43,633", 121 , 110 ,84,77,10
4310006,"Morgan Hill, City of",2015,1,"40,807", 141 , 90 ,99,63,3
1910051,"Inglewood, City of",2015,1,"92,386", 88 , 77 ,61,54,4
1910127,"Covina, City of",2015,1,"33,300", 136 , 109 ,136,76,4
4910005,"Healdsburg, City of",2015,1,"11,687", 91 , 81 ,67,57,1
4510005,"Redding, City of",2015,1,"85,703", 148 , 131 ,104,92,5
2410001,"Atwater, City of",2015,1,"29,500", 125 , 48 ,,34,6
3010022,Golden State Water Company West Orange,2015,1,"111,904", 98 , 95 ,69,67,4
1910024,Golden State Water Company Claremont,2015,1,"37,160", 149 , 138 ,111,97,4
1910124,"Pasadena, City of",2015,1,"165,740", 127 , 120 ,112,85,4
4010011,"Morro Bay, City of",2015,1,"10,234", 96 , 93 ,68,66,3
3710027,Vista Irrigation District,2015,1,"124,746", 92 , 91 ,93,65,4
1910005,Los Angeles County Public Works Waterworks District 40,2015,1,"206,372", 119 , 108 ,92,76,9
0410002,California Water Service Company Chico District,2015,1,"101,204", 121 , 106 ,86,75,5
3310009,Eastern Municipal Water District,2015,1,"539,410", 121 , 92 ,86,65,4
3110004,"Lincoln, City of",2015,1,"45,206", 91 , 93 ,75,66,5
3910012,"Stockton, City of",2015,1,"177,808", 84 , 73 ,60,52,6
1910092,"Monterey Park, City of",2015,1,"62,183", 107 , 107 ,91,76,3
4810007,"Vallejo, City of",2015,1,"124,000", 95 , 95 ,68,67,2
1910155,Golden State Water Company Southwest,2015,1,"271,677", 86 , 82 ,59,58,4
3910005,"Manteca, City of",2015,1,"74,208", 106 , 78 ,76,56,6
1910204,Los Angeles County Public Works Waterworks District 29,2015,1,"31,040", 204 , 217 ,155,156,4
0110001,Alameda County Water District,2015,1,"340,000", 86 , 81 ,62,59,2
4210006,"Lompoc, City of",2015,1,"39,846", 107 , 82 ,77,59,3
3310020,"Indio, City of",2015,1,"81,393", 174 , 152 ,125,110,10
2410009,"Merced, City of",2015,1,"83,400", 151 , 130 ,108,93,6
2710004,California-American Water Company Monterey District,2015,1,"109,817", 74 , 73 ,53,52,3
5610020,"Thousand Oaks, City of",2015,1,"51,609", 146 , 143 ,105,103,4
3710018,Rincon Del Diablo Municipal Water District,2015,1,"29,955", 233 , 103 ,168,74,4
1910026,"Compton, City of",2015,1,"81,963", 78 , 69 ,56,50,4
4110018,"Millbrae, City of",2015,1,"21,532", 68 , 78 ,49,56,2
4510014,Bella Vista Water District,2015,1,"16,500", 296 , 150 ,213,108,5
4110022,"Redwood City, City of",2015,1,"87,696", 68 , 71 ,49,51,2
5010010,"Modesto, City of",2015,1,"217,269", 166 , 131 ,120,95,6
3910007,"Ripon, City of",2015,1,"14,922", 276 , 218 ,151,158,6
3710025,Sweetwater Authority,2015,1,"189,970", 75 , 74 ,59,53,4
3010064,"Westminster, City of",2015,1,"93,322", 99 , 95 ,71,69,4
3910004,"Lodi, City of Public Works Department",2015,1,"63,651", 117 , 104 ,85,76,6
3010036,"San Clemente, City of",2015,1,"50,960", 104 , 102 ,83,74,4
4910017,"Windsor, Town of",2015,1,"28,234", 74 , 68 ,54,50,1
5410016,California Water Service Company Visalia,2015,1,"137,140", 109 , 101 ,80,74,7
1110003,California Water Service Company Willows,2015,1,"7,058", 94 , 83 ,68,61,5
3710015,"Poway, City of",2015,1,"48,261", 112 , 111 ,82,81,4
3610013,"Loma Linda, City of",2015,1,"23,261", 139 , 137 ,102,100,4
1510012,Lamont Public Utility District,2015,1,"19,057", 107 , 107 ,81,78,7
3710014,"Oceanside, City of",2015,1,"171,183", 96 , 93 ,71,68,4
3710029,Olivenhain Municipal Water District,2015,1,"83,368", 124 , 129 ,157,95,4
4210011,"Santa Maria, City of",2015,1,"101,103", 81 , 93 ,79,69,3
3010094,Trabuco Canyon Water District,2015,1,"12,700", 135 , 146 ,100,108,4
4110008,California Water Service Company Mid Peninsula,2015,1,"135,918", 70 , 73 ,52,54,2
3610050,"Upland, City of",2015,1,"75,670", 213 , 139 ,157,103,4
3610038,"Rialto, City of",2015,1,"54,036", 119 , 135 ,100,100,4
4010002,Atascadero Mutual Water Company,2015,1,"30,009", 115 , 75 ,85,56,3
5010013,City of Newman Water Department,2015,1,"10,668", 132 , 91 ,98,68,6
5710001,"Davis, City of",2015,1,"65,783", 86 , 80 ,64,60,5
3710002,Vallecitos Water District,2015,1,"94,090", 154 , 98 ,115,73,4
3610073,Hi-Desert Water District,2015,1,"24,601", 85 , 82 ,63,61,10
3310001,Coachella Valley Water District,2015,1,"301,633", 238 , 214 ,264,160,10
1910034,"Downey, City of",2015,1,"111,931", 119 , 101 ,89,75,4
1910004,Golden State Water Company Artesia,2015,1,"47,978", 93 , 87 ,62,65,4
2110002,Marin Municipal Water District,2015,1,"188,200", 87 , 86 ,79,65,2
3610037,"Redlands, City of",2015,1,"77,852", 185 , 185 ,139,138,4
3310016,"Hemet, City of",2015,1,"23,537", 132 , 121 ,99,91,4
5610016,California Water Service Company Westlake,2015,1,"19,463", 241 , 246 ,181,184,4
3410009,Fair Oaks Water District,2015,1,"36,226", 116 , 113 ,87,85,5
1910156,"Beverly Hills, City of",2015,1,"42,157", 215 , 201 ,161,151,4
1910144,San Gabriel County Water District,2015,1,"45,000", 117 , 100 ,88,75,4
1910059,Suburban Water Systems Whittier/La Mirada,2015,1,"115,000", 117 , 116 ,88,87,4
0910001,El Dorado Irrigation District,2015,1,"128,500", 124 , 104 ,94,79,5
1910205,Suburban Water Systems San Jose Hills,2015,1,"178,500", 102 , 100 ,77,76,4
5610011,"Santa Paula, City of",2015,1,"30,009", 107 , 100 ,81,76,4
2710011,"Soledad, City of",2015,1,"16,729", 104 , 74 ,79,56,3
5610063,Camrosa Water District,2015,1,"35,738", 233 , 147 ,244,112,4
3710034,Otay Water District,2015,1,"217,600", 101 , 88 ,741,67,4
4110021,Estero Municipal Improvement District,2015,1,"37,000", 82 , 74 ,62,56,2
3010079,El Toro Water District,2015,1,"48,628", 117 , 112 ,89,85,4
3510001,"Hollister, City of",2015,1,"23,021", 93 , 81 ,71,61,3
5410010,"Porterville, City of",2015,1,"61,946", 118 , 102 ,90,78,7
1910098,Golden State Water Company Norwalk,2015,1,"44,466", 80 , 77 ,61,59,4
1510031,"Bakersfield, City of",2015,1,"141,030", 172 , 135 ,132,104,7
3410001,Sacramento Suburban Water District,2015,1,"174,343", 98 , 95 ,92,73,5
3610064,East Valley Water District,2015,1,"97,318", 126 , 122 ,97,94,4
4910013,Valley of the Moon Water District,2015,1,"23,478", 78 , 69 ,59,53,2
3010069,"Fountain Valley, City of",2015,1,"59,227", 114 , 78 ,88,60,4
3010073,Moulton Niguel Water District,2015,1,"172,068", 109 , 101 ,84,78,4
1910003,"Arcadia, City of",2015,1,"57,639", 226 , 173 ,174,133,4
0710008,"Pittsburg, City of",2015,1,"66,183", 86 , 93 ,67,72,2
3710021,San Dieguito Water District,2015,1,"36,959", 119 , 101 ,92,78,4
3410029,Sacramento County Water Agency,2015,1,"162,681", 92 , 105 ,71,82,5
1910142,Golden State Water Company San Dimas,2015,1,"54,872", 121 , 120 ,86,93,4
0710004,"Brentwood, City of",2015,1,"54,741", 83 , 90 ,65,70,6
4910009,"Santa Rosa, City of",2015,1,"170,093", 83 , 63 ,65,49,1
4410017,Soquel Creek Water District,2015,1,"37,720", 72 , 65 ,56,51,3
1910134,California Water Service Company Hermosa/Redondo,2015,1,"95,688", 100 , 97 ,78,76,4
1910173,"Whittier, City of",2015,1,"48,200", 122 , 112 ,95,87,4
5010028,"Ceres, City of",2015,1,"46,463", 88 , 84 ,69,66,6
4310022,Great Oaks Water Company Incorporated,2015,1,"97,958", 70 , 68 ,55,53,2
1510001,Arvin Community Services District,2015,1,"19,960", 85 , 78 ,101,61,7
5010014,"Oakdale, City of",2015,1,"21,985", 122 , 97 ,97,76,6
3010030,"San Juan Capistrano, City of",2015,1,"39,047", 109 , 114 ,85,89,4
3610001,"Adelanto, City of",2015,1,"32,543", 95 , 84 ,75,65,9
3710037,Padre Dam Municipal Water District,2015,1,"89,171", 77 , 71 ,103,56,4
1910011,Golden State Water Company Bell-Bell Gardens,2015,1,"57,934", 73 , 67 ,47,53,4
3010035,Golden State Water Company Placentia,2015,1,"46,543", 106 , 100 ,80,78,4
3410004,Carmichael Water District,2015,1,"38,354", 104 , 102 ,82,80,5
1010024,California Water Service Company Selma,2015,1,"24,556", 103 , 99 ,81,78,7
1910186,California-American Water Company Los Angeles District,2015,1,"102,889", 135 , 128 ,106,101,4
3710001,California-American Water Company San Diego District,2015,1,"95,358", 82 , 76 ,65,60,4
3310002,Beaumont-Cherry Valley Water District,2015,1,"42,353", 147 , 158 ,116,125,4
3010037,Yorba Linda Water District,2015,1,"72,399", 168 , 178 ,134,143,4
1310001,"Brawley, City of",2015,1,"27,743", 228 , 78 ,183,63,10
1510015,Oildale Mutual Water Company,2015,1,"27,000", 214 , 184 ,171,147,7
1910091,Montebello Land and Water Company,2015,1,"32,219", 81 , 76 ,65,61,4
4010001,"Arroyo Grande, City of",2015,1,"17,003", 149 , 118 ,119,94,3
3710010,Helix Water District,2015,1,"270,375", 82 , 79 ,66,63,4
1910102,Palmdale Water District,2015,1,"109,395", 103 , 94 ,83,75,9
3310044,Rubidoux Community Service District,2015,1,"29,900", 150 , 123 ,120,99,4
1910042,"Pico Rivera, City of",2015,1,"39,002", 90 , 89 ,81,71,4
1910140,Rubio Canyon Land and Water Association,2015,1,"9,600", 132 , 120 ,106,96,4
3410011,"Galt, City of",2015,1,"24,289", 138 , 93 ,111,75,6
3310074,Lee Lake Water District,2015,1,"15,543", 106 , 98 ,100,78,4
0410011,Del Oro Water Company,2015,1,"9,615", 104 , 79 ,100,64,5
0710003,Contra Costa Water District,2015,1,"197,536", 88 , 86 ,71,69,2
4110006,California Water Service Company Bear Gulch,2015,1,"58,710", 90 , 108 ,73,88,2
4810002,"California Water Service Company Dixon, City of",2015,1,"9,815", 79 , 86 ,64,69,5
0110003,California Water Service Company Livermore,2015,1,"57,381", 82 , 72 ,67,58,2
0710007,Diablo Water District,2015,1,"35,646", 77 , 79 ,62,64,6
3610057,Riverside Highland Water Company,2015,1,"14,500", 139 , 124 ,113,100,4
1910077,Golden State Water Company Florence Graham,2015,1,"65,492", 63 , 62 ,53,50,4
5510003,Tuolumne Utilities District,2015,1,"28,997", 110 , 90 ,90,73,6
2110003,North Marin Water District,2015,1,"61,299", 79 , 68 ,65,56,2
2910004,Nevada Irrigation District,2015,1,"44,761", 107 , 102 ,88,84,5
1910096,Newhall County Water District,2015,1,"45,036", 133 , 122 ,94,100,4
1910048,Castaic Lake Water Agency Santa Clarita Water Division,2015,1,"119,650", 139 , 124 ,114,102,4
4910004,Sweetwater Springs Water District,2015,1,"7,703", 77 , 68 ,63,56,1
3610052,Victorville Water District,2015,1,"116,114", 114 , 103 ,104,85,9
4010004,"Grover Beach, City of",2015,1,"13,156", 116 , 86 ,95,71,3
1910043,"Glendale, City of",2015,1,"193,300", 101 , 102 ,83,84,4
2710017,Marina Coast Water District,2015,1,"31,405", 81 , 83 ,67,68,3
3310012,Elsinore Valley Municipal Water District,2015,1,"148,032", 75 , 99 ,115,82,4
2910003,Truckee-Donner Public Utilities District,2015,1,"32,776", 94 , 77 ,158,64,8
1910239,"Lakewood, City of",2015,1,"59,081", 113 , 91 ,69,76,4
3410018,Rio Linda - Elverta Community Water District,2015,1,"10,996", 115 , 107 ,105,89,5
1910223,Golden State Water Company S San Gabriel,2015,1,"27,656", 78 , 74 ,61,62,4
1910047,"Hawthorne, City of",2015,1,"44,227", 81 , 80 ,68,67,4
4010026,Nipomo Community Services District,2015,1,"12,148", 169 , 110 ,142,92,3
5010017,"Patterson, City of",2015,1,"20,922", 102 , 94 ,86,79,6
3410013,California-American Water Company Sacramento District,2015,1,"201,418", 93 , 77 ,78,65,5
4110025,North Coast County Water District,2015,1,"39,000", 47 , 44 ,40,37,2
1910143,"San Fernando, City of",2015,1,"23,728", 99 , 93 ,83,78,4
3710023,Santa Fe Irrigation District,2015,1,"19,386", 266 , 275 ,224,231,4
4110001,Mid-Peninsula Water District,2015,1,"26,030", 78 , 76 ,66,65,2
1510019,"Shafter, City of",2015,1,"18,488", 166 , 117 ,141,99,7
2010002,"Madera, City of",2015,1,"63,008", 86 , 86 ,81,73,6
3610024,"Hesperia Water District, City of",2015,1,"91,627", 86 , 82 ,73,70,9
1910234,Walnut Valley Water District,2015,1,"113,236", 107 , 111 ,91,94,4
3610049,Twentynine Palms Water District,2015,1,"18,795", 93 , 98 ,79,83,10
1910044,"Glendora, City of",2015,1,"48,200", 135 , 153 ,115,130,4
1610004,"Corcoran, City of",2015,1,"24,154", 162 , 130 ,138,111,7
3110001,North Tahoe Public Utility District,2015,1,"7,500", 110 , 111 ,94,95,8
3610005,Lake Arrowhead Community Services District,2015,1,"28,887", 26 , 29 ,51,25,9
5610059,Golden State Water Company Simi Valley,2015,1,"43,351", 110 , 102 ,99,88,4
3410008,Elk Grove Water Service,2015,1,"44,091", 75 , 67 ,91,57,5
1910104,California Water Service Company Palos Verdes,2015,1,"69,872", 177 , 177 ,152,152,4
1910013,Bellflower-Somerset Mutual Water Company,2015,1,"46,300", 93 , 86 ,80,74,4
1510017,Indian Wells Valley Water District,2015,1,"31,120", 129 , 106 ,112,92,9
3010101,Santa Margarita Water District,2015,1,"154,234", 102 , 102 ,112,88,4
3610055,Yucaipa Valley Water District,2015,1,"44,394", 152 , 121 ,132,105,4
0710001,"Antioch, City of",2015,1,"106,455", 88 , 89 ,77,77,6
4910014,"Rohnert Park, City of",2015,1,"43,398", 83 , 58 ,72,50,1
1910019,"Cerritos, City of",2015,1,"49,041", 142 , 112 ,124,98,4
1910063,Lincoln Avenue Water Company,2015,1,"16,126", 90 , 84 ,70,73,4
1910090,"Monrovia, City of",2015,1,"37,406", 126 , 116 ,124,101,4
3310051,Myoma Dunes Mutual Water Company,2015,1,"8,948", 294 , 285 ,371,248,10
0710002,Golden State Water Company Bay Point,2015,1,"22,258", 62 , 58 ,47,50,2
1910212,Golden State Water Company S Arcadia,2015,1,"26,827", 90 , 85 ,70,75,4
4110016,Hillsborough Town of,2015,1,"10,850", 121 , 126 ,,111,2
0410007,Paradise Irrigation District,2015,1,"26,032", 102 , 102 ,132,90,5
5610009,"Port Hueneme, City of",2015,1,"21,555", 74 , 71 ,74,62,4
1010001,Bakman Water Company,2015,1,"13,960", 121 , 107 ,107,94,7
3010046,"Tustin, City of",2015,1,"67,700", 112 , 115 ,98,101,4
1910101,Orchard Dale Water District,2015,1,"25,605", 73 , 57 ,89,50,4
5610043,Triunfo Sanitation District / Oak Park Water Service,2015,1,"12,200", 148 , 136 ,131,121,4
1910225,Las Virgenes Municipal Water District,2015,1,"75,384", 167 , 155 ,148,138,4
4210016,Golden State Water Company Orcutt,2015,1,"31,872", 128 , 142 ,124,127,3
3610025,Joshua Basin Water District,2015,1,"9,514", 107 , 104 ,96,93,10
